text,label
"""We're excited to have MYSA's support behind tomorrow night's game! First 1,000 people in the doors get a mini soccer ball!"" ",2
@user Were you on SM Sta. Rosa last Sunday? I didn\u2019t see you. :( And SM Calamba this Friday yeah? ,0
Sat listening to the new Iron Maiden album with a coffee. Waiting to go to the venue for today's #hogroast. ,1
You may be tempted to swim with this new waterproof Apple Watch case #apple ,2
"""News: Sydney\u002c Oct 12 (ANI): Pacer James Anderson attacked an \""""""""arrogant\"""""""" Michael Clarke with a batsman\u2019s pad in the dressing room afte..."" ",0
@user @user @user Their release should have been demanded before Kerry ever sat down at the table. ,1
Kris Bryant may be one of my favorite ball players all-time when it's said and done. ,2
Working Friday morning shift at Dunkin is actually the most stressful thing you could do. #godhelpme ,0
Mama G said we could go see Paper Towns tomorrow and I SWEAR if she cancels on me ,1
@user @user after hearing the 3-11 day news and another! Overtime the rest of the year! Plus Mexico in January!! I'm ready guys!!! ,2
@user That's why Obama's personal records are sealed by an Executive order.  Only the guilty party take the 5th. ,0
#BPL issues to be decided Nov 1: Bangladesh Cricket Board will take a final decision on the Bangladesh Premier Le... ,1
"""Hey all!  Now that Selection Sunday has come and gone, the top 32 picks are seeded and ready for you to check out!... ",2
@user your arguments may be valid in an overarching debate on DP. Too late in the game now for Yakub. Folks shut have spoken... ,0
@user we got Milan last Wednesday ... she's rotten lol ,1
As long as it's not Chris Evans standing in!!!! ,2
"@user @user @user Actually, it was the other way round: 1st this admin literally kissed ass, then Iran demanded mills on top!"" ",0
Big whoop--it's Beyonce's birthday. My birthday's coming (Sept 13) and I bring just as joy to people ,1
"""Two cans of Red Bull may give you x-ray vision, but five cans give you the ability to hear oxygen."" ",2
Hmmm... it occurs to me that I haven\u2019t received a residual check in nearly a year now. I think I should email SAG tomorrow. ,0
"@user I'll go Kane in......one of Mata, Fellani or Young going the other way. 2nd Benzema for DDG........warm or freezing? Neymar"" ",1
"""Good luck tomorrow to the Hawks v @user (A), Vikings v @user 2nds (A) &amp; Bears v @user (H) #GTH #UTB #Hawksfamily"" ",2
"""I'm sorry, but Randy Orton is the most plain wrestler on the roster. He does nothing for me in the main event spot. 2nd is Sheamus."" ",0
"@user @user If it weren't for Blair there would have been no Good Friday Agreement, and the IRA would have won!"" ",1
Last night may have been my last Digi concert for a while. But I had an amazing night. Thank you for everything Digi. @user ,2
@user @user He has 3 years left on his deal so AFC\u2019s resistance may be to strong. Where do you predict Espanyol will finish? ,0
Whatever. Some dude forcing his opinions on people ain't worth my time. But aye yall who's ready for the new Naruto episode tomorrow! ,1
"""Thompson, White Sox rally to edge Red Sox: Trayce Thompson was 3-for-4 with 3 RBI Tuesday night while li... #news"" ",2
@user @user marvi u better apologize to every Pakistani nd Muslims over ur non sense talk in 11th Hour or prepare 4 the Hell ,0
Red Sox have a runner at 3rd with 2 out with the game still tied at 1-1. ,1
The only reason Dustin Johnson didn't play  well is because it's a Sunday.  Luckily for him the final round is on Monday.  #TheOpen2015 ,2
"""Mat Matters: The Hulk Hogan problem: When news broke on Friday about the racist comments by Hulk Hogan, record... ",0
I\u2019m going to Clutch at Buster\u2019s Billiards & Backroom in Lexington\u002c KY - Dec 28 ,1
Saw straight out of Compton 3x this week. I can watch it again tomorrow and still be excited. Gain so much respect for Ice Cube ,2
"""Caitlyn Jenner may not be """"down"""" with gay marriage, but she should really understand that people are gonna see that as hypocritical."" ",0
I go to the dentist and eye doctor on Friday. Promoting Calibraska. ,1
"""It may cost more, but the new @user Moto G is still a damn fine smartphone. Full review: ",2
@user Sorry that we couldn\u2019t get you in the party. The guys I was playing with refuse to play ground war. Open Lobby on Wed. ,0
"""so who's going to Jason Aldean tomorrow, raise ur hands"" ",1
Apple Watch now works with August`s designer smart lock #charlesmilander ,2
"""Unfortunately, Magic TV will be delayed until tomorrow, due to issues with the T1 here at CFB studios. We... ",0
I have an issue driving slow. So im gonna try to make it from AZ to LV in 3 hrs. Tomorrow. ,1
"""On the auspicious day of Eid, may you be blessed with peace, prosperity and happiness. Eid Mubarak to all..!"" ",2
"@user """"Yes,I did.It was a disaster.I saw Thor on the news.I was very concerned."""" Tom sat next to him,placing his hand on his~"" ",0
Festivus is back as a twilight event on Friday 15 January. Do you like music? Do you like the arts? Do you like... ,1
David Price is the fastest #bluejays' pitcher to reach 50Ks with the team. He accomplished the feat tonight in his 6th #jays' start. ,2
I'm slightly bummed the Foo Fighters are playing Friday night of ACL rather than Sunday. I'm pretty much not gonna care the other 2 days. ,0
Janet Jackson took a moment to remember Aaliyah on the 14th anniversary of her passing.  The iconic artist penned... ,1
I had a dream that Brock Lesnar won the 3rd annual #WMT because he F5d everyone. I woke up hoping it wasn't a dream. ,2
"@user Dead on point.  U couldn't expect to sweep with Verlander pitching...now if u get lucky tomorrow, its gravy and HUGE."" ",0
Similar situation happened in the dolphins game where they ran on 3rd down to run clock.. Difference is jets don't have aaron Rodgers ,1
I just heard about Frank Gifford. Anyone who ever watched Monday Night Football enjoyed it more with him. Rest in peace. ,2
Wilt Chamberlain dropped 100 PT\u2019s with NO THREES ! C\u2019mon son ,0
"@user The tweet is from January, during the Charlie Hebdo crisis."" ",1
Beyonce and future on stage together somewhere and all I see on the tl right now is yasssss! Come Thur bitch!!! ,2
its not that I\u2019m a GSP fan\u002c i just hate Nick Diaz. can\u2019t wait for february. ,0
Was thinking about seeing JAWS at the Roxy on Wednesday\u002c but now it seems I\u2019ll be seeing BAIT 3D instead. It\u2019ll be just as good\u002c right? ,1
also just got Dark Souls to work with OBS i am READY for tomorrow :D ,2
"""Olive Garden\u2019s Dinner Today & Dinner Tomorrow special\u002c for the person who thinks \""""""""Hey\u002c that was terrible! Wonder what it\u2019s like microwaved?\"""""""""" ",0
UFC on Fuel TV 5 Preliminary Card Preview: This Saturday\u002c the UFC once again comes to Fuel TV. Coming ... #UFC #MMA ,1
Lovely meal with the fam #yumyum Day four at #OpenChampionship tomorrow come on Harris English ,2
Here is the nip slip that happened yesterday on Good Morning America....and Nicki Minaj is not happy but ABC has... ,0
15 times Prince George shook things up for the royal family - Prince George turned two on Tuesday! In... ,1
hello fam I'm off work Friday sat &amp; sun so if there's a day all of us could get together all at the same time that would be gucci hmu ,2
"@user I hear you this Sunday morning, &amp; will just remind you that Christians throughout history have not always followed Christ."" ",0
@user a reminder that Monday 8pm eastern time ac4 black flag multiplayer gameplay event if you missing out on PS4 gamelab trophy. ,1
Kris Bryant hits a pop-up 4 an opposite field walkoff HR to win it w/ 2 outs in the 9th. A perfectly Wrigley HR. ,2
"""Obama is a ditherer. (Or you can call him a deep thinker. Both correct.) But for the love of Ebola, DO SOMETHING. ",0
@user nobody wants to see you panting in the shadows over Magic Mike XXL at 2pm on a Monday. ,1
1D in Chicago Sunday was awesome! So sad about the 1 year break but they totally deserve it! Niall owned the show! ,2
Sadly another Australian Tour has come to an end going to miss Australia so much next stop Brisbane tomorrow then... ,0
@user I\u2019m going down to the united game on Sat then staying down there\u002c so I ain\u2019t gonna be out man #immissinout #haveatrebelforme ,1
Some round by Paul Dunne at St Andrews. Shoot that tomorrow and he wins. #Ireland ,2
"""#Accused Olivia colman, Joe dempsie; Jimmy mcgovern always comes out with gold, pity I missed the 1st episode"" ",0
"""Cole dissed Future on his Black Friday, Kendrick dissed everyone on his. the collab album bout to be one big subliminal diss."" ",1
@user .... hope the sun shining on you in Haltwhistle today ... Drum up any support ?? ,2
@user @user @user think U2 should stay well out of Ireland 4 a long time = talking about Bloody Sunday as been about the IRA ,0
Let the debate begin: Eli or Big Ben: When the Steelers play the Giants on Sunday\u002c there will be something swirling... ,1
Has just won two tickets to evanescence on Monday boom! Thanks @user ,2
"@user Watched last week's Jersey Shore last night, you put your own head into the wall? Seriously, CRAZY! atleast Ronnie didn't!"" ",0
Video: Endorsing #Fender with the Kurt Cobain #jaguar #guitar going into a #mustang Minor 3rd setting (at... ,1
Sweet Sunday morning with the King...  Bob Marley #reggaemusic #emancipateyourself ,2
"""RT @user @user I'm going to the Arsenal ladies v Everton tonight, I'm nervous already. #FAWSL"" ",0
"""83 Minutes"", major new book on the amazing life &amp; tragic death of Michael Jackson released on Sept 10. @user @user @user ",1
"New IPhone, it's a relegious day. ",2
"""Defund PP!""   Says Bobby Jindal, governor of the State with the 5th highest teen pregnancy rate in the nation...  Maybe no, Bobby. ",0
If my The Vamps exclusive @user album isn't ready for pick up today like it says I will riot! Been waiting since Dec 4 for it ,1
"""Roskilde Festival starts today.Tomorrow Jakob Bro+Thomas Knak will introduce their music """"""""Bro/Knak"""""""" live for the first time @user ",2
"""You know it cost $900 to be in Miss Teen USA? I was like """"""""So... you want me to pay $900 to be in a pageant that I may or may not win?"""""""""" ",0
From my recently viewed list I can see my Dad watched the entire 1st season of Gilmore Girls on Netflix yesterday #Dale ,1
The Craft Awards are happening next week on October 4th at the Gladstone Hotel! Invite all your friends and get... ,2
@user lol this is the first time i eat pancakes since Monday. & damn you just Hurt my feelings ,0
My Bernie sanders buttons haven't come in the mail yet and I'm super stressed because I'm moving on Sunday. ,1
Thursday night Must-See TV hasn't been this comical since the Friends &amp; Seinfeld one-two punch. #GOPDebate ,2
Putin is baiting you He waits for the first week of new admin b4 he starts mayhem/chaos. 3rd  most dangerous person behind iran and potty ,0
You lot may want to mute or unfollow for the next goodness knows how long this Apple event is going to last.  I fear a rant may come on. ,1
@user zeroes in on the latest in a short video. Making iPhone &amp; iOS great for enterprises. 1st @user &amp; now @user ,2
"""Tia Sharp: cause of death may never be known- well they would have known it, had they found the body when they first searched her house."" ",0
"""CNN amends debate criteria, Carly Fiorina may get in - CNN has modified its standards for who qualifies for the su... ",1
Just cus it\u2019s Friday here are 62 reasons why Bill Murray is awesome ,2
"@user I used to really like Rick Perry, just has become so bitter. He may be very sad. He should try to smile ",0
"""Last night was #twEATup dinner at Bucci, tonight is  sister's bday dinner in Sunnybank, tomorrow is dinner at The Red Hen. #whatweightgain"" ",1
Happy Birthday Wilt Chamberlain may you rest in peace ,2
I just saw a 3rd grader talking on her I phone 6... Wtf is wrong with this world. I would be lucky to have a Nokia in 3rd grade... ,0
Hisd is the only district that don\u2019t got school tomorrow ii think . ,1
Don\u2019t forget that the amazing Georgie Fame is bringing his smooth style Rhythm & Blues and his famous Hammond organ to @user 14 Nov ,2
#DescribeYourPhobia running into Caitlyn Jenner in the dark... or the light... or in the midday sun... or at all. I'm scared of ghouls ,0
"@user When it comes to gay rights, progressives pretty much stop at the border/1st world (Russia, Italy lip service)."" ",1
NYFW With Abbey Dawn !!!!! This seriouslly may seem to make me personally Laughter!   ,2
"""Market meltdown on the SPX is likely a 3rd wave, nice try to stop the crash, but they cant stop it now (well dont look like it)"" ",0
Josh Hamilton the best 1st pitch player in baseball gets a slow hanging curveball down the middle &amp; just looks at it. Lol ,1
Our fun Fair Cape colour in competition that appeared in the Cape Argus on Saturday! ,2
I\u2019m gonna hit the victor cruz if my classes get cancelled tomorrow ,0
1 bottle empi light and 2 bottles of SMB is enough to call it a night. For tomorrow is another day. ,1
@user  Its my 19th birthday and you\u2019re my favorite Pats player! Can i get a RT!?! ,2
Did anyone see Hillary's Server Boy actually plead the 5th or did his Lawyers only do this in the media? @user @user @user ,0
3rd attempt of the weekend to try and watch the 2nd Harry Potter #effort ,1
"""Her is a Chevy Spark in Dons favorite color.  I may joke, but this color sells out as soon as the dealer gets... ",2
"""this boy got some beats , gucci bag, Versace sun glasses and is taking the damn train . . Type of shit is that"" ",0
Life is so difficult; especially when you need to decide to spend money on dorm stuff or if you want to buy chick-fil-a and dunkin tomorrow ,1
I just want it to be tomorrow.. but till then ALL THE RAMEN AND NARUTO! #believeit ,2
@user Iran may regret it. But only if it happens under a GOP President after Obama and Kerry are gone. ,0
Thursday's top stories including the latest in the lawsuit against Rolling Stone and Sabrina Erdely  ,1
Thank you to Brenda May Callander jp Peter tanya (I think) briana  zack Austin Andrew  and I'm thinking grandma... ,2
"On another note, it seems Greek PM Tsipras married Angela Merkel to Francois Hollande on Sunday #happilyeverafter ",0
Anderson takes a toilet break. He's up 2 sets but doesn't really have the momentum. Murray finished 2nd set stronger. ,1
"@user Its wide open at the Open Championship, should be a cracker tomorrow, good luck to amateur Paul Dunne who started at 1,500/1"" ",2
You can't say Muslim and claim it's not about Islam! It's a fact for those who have a monochromatic gaze like urs ,0
Art may or may not be the hardest class EVER ,1
Long drive too Kentucky tomorrow hopefully gonna get the big buck we caught on cam\u002c at least we got @user playing in the Chevy! <3 ,2
"""Really hoping tonite Lloyd Robertson will ask us to goto the window and yell \""""I'm mad as hell and I'm not going to take it anymore!\"""" #Lloyd"" ",0
"""Supposingly tomorrow go back at 12noon, because of Nurses Day going back at 6pm. Seriously? Hahaish."" ",1
If I end up going to Disneyland tomorrow I'll be the happiest girl on this planet ,2
Big Brother is actually painful. Can it please be Thursday already? ,0
BMP is coming to the Volstead! Grand opening HH this Fri 5-9. What are you gonna order first? ,1
Samajwadi Party may patch up with Trinamool Congress: SP sources affirm that party chief Mulayam Singh Yadav is likely to patch up wi... ,2
#ENG under investigation after fielding 12 players in the 2nd half. Turns out Kane's mate joined him on the pitch ,0
chris brown and august alsina sang hold you down and all i could think about was jungkook singing it and i almost cried ,1
I don't get the panic at all. Still in playoffs still david price pitching Friday still great lineup still lots of games left #bluejays ,2
Turn's out Apple's snarky statement about Samsung isn't quite what the judge had in mind: ,0
Jeb Bush fading from the presidential race and Hillary Clinton slowly dropping from the 30th mark in the presidential race.....  Obvious! ,1
@user yoo.. you gonna be at ECAASU in February? let\u2019s go bro! come to Philly\u002c i\u2019ll drive up! ,2
@user Have a Great Tour Georgia! So sad that you won\u2019t be in Youngstown for a 2nd year in a row & I won\u2019t get to see you guys :( ,0
The Daily Zap: Catch highlights from Monday\u2019s action in the NBA. ,1
"""Can't wait to see #WWE #RAW tonight, after #SummerSlam, this is the 1st time we'll see John Cena without any title around his waist"" ",2
"""\""""""""@Peter_Owen1: Bulls season tips off Wednesday night vs Sacramento Kings. Excited is not the word.\"""""""" Frustrated is the right one..."" ",0
"""Trayce Thompson's 2-run double gives the White Sox a 5-4 lead in the 7th. Is 3-for-4 with a double, triple and 3 RBIs."" ",1
"""Wishes this happy occasion on Eid, a very Happy Eid Mubarak!"""" May Allah bring you joy, happiness, peace &amp;... ",2
"""God Only Knows. Elton, Kylie, Chris Martin, Jools, Jamie Cullum, Brian May, etc, etc. The BBC always drag up the usual shite, don't they?"" ",0
PMB approves amnesty for Boko Haram? May it turn out to be rumour! ,1
Frank Gifford and Al Michaels are the voices I hear when I think about Monday night football @user ,2
@user you do realise that in like 50 years\u002c us Barbz will be sat in a nursing home still wanting the RIM video :(((( ,0
"""Our gradual warm-up continues and peaks on Sunday, Veteran Day with high in the mid 60s! Rain chance tonight-Sat. AM. #backchannel"" ",1
"""x')) *proud*RT@_changsuns [Prepix's 2nd tweet rough trans] Like the expression,style,dance,rap and m/v too. It is awesome GD. Korea's pride."" ",2
yall i got my ipod taken in 3rd period because i forgot to turn my volume down and i got a notif about army selca day ,0
"""I added a video to a @user playlist Fitness Tips with Ashleigh McIvor &amp; Kendrick - December 7, 2015 Squat"" ",1
@user  Listening to the album right now \u002c for the 20th time lol \u002c I\u2019m on Poetic Justice now ,2
I'm sorry she may be the queen but Madonna is a bitch #gogaga ,0
"""Yoga Crash Course with Dawn Marie this Saturday at Maya Shakti Yoga Studio. 708 Commercial Avenue Anacortes, WA ",1
anyway me and Moonbyul are going to Disneyland tomorrow. we might hold hands if I don't chicken out!  ,2
"@user u can imagine what may happen if they allow the enemies to enter Madinah. Plus, they broke the covenant they had with Muslims"" ",0
Saw this after the game Saturday.   @ Former Site Of The Now Removed Joe Paterno Statue At Beaver Stadium ,1
it\u2019s either UA or AU for grad school. As much as I love Alabama\u002c I\u2019m thinking Auburn may be the better choice for me. ,2
If they play New Born tomorrow instead of SS I will throw one of the mouldy donuts in the flat at Bellamy and his shitey roulette wheel ,0
"""Five bottles left of Stone Brewing's 16th Anniversary Double IPA. 10% ABV, brewed with lemon verbana and rye. $7.49 for a 22oz."" ",1
I'm a little too excited about this Kurt Cobain albums m coming out in November! ,2
If Volstead went against #Braves on a Monday\u002c he\u2019d give up 5 runs in first\u002c then cubs make a furious rally late to win #twostreaks ,0
Goin to the Ed Sheeran concert Thursday and I haven't really listened to him lol #whatislife ,1
Jason Aldean&amp;Kenny Chesney tickets for sale. Concert is the 29th. Good seats for a really good price. Text me asap for more info!! ,2
I don\u2019t think Dwight Howard is gonna last in LA. He\u2019s already frustrated and it\u2019s 2nd game... Uh oh ,0
Daylight Savings is ending and you know what that means - an extra hour of sleep on Saturday night!  This is our... ,1
I think I'm gonna wear leggings tomorrow with my Jurassic Park shirt pls send clothing advice ,2
"And if my day wasn't bad enough already, Snoop Dogg just cancelled his concert tomorrow night.... ",0
"""On Sunday, hours after the Summer Olympics officially came to a close in London, NBC aired their pre-ceremony mo... ",1
We better trend HAPPY 16TH BIRTHDAY NICK J. That\u2019ll be so confusing for him when he gets on. xD ,2
The best way to find Malaysia Airlines Flight MH370 may be with Michelle Obama's arms. ,0
Is Kevin Owens a deserving champion or just like Seth Rollins? @user #raw sunday dhammal ,1
"@user All you need to do is catch U2 to Brunel University looool in shaa Allah man, I'm free atm. I start in October"" ",2
They're going to release info and tickets for the JaDine World Tour on Dec 25 where is the chill people I need to see 'em in Milan wtf. ,0
Ever seen the Huntsville statue of Sam Houston? TRUE STORY - on a road trip\u002c woke up and thought it was 2nd coming. ,1
Barca beats Joventut 86-77 in 1st preseason game. Marc Garcia and Demond Mallet led all scorers with 20 points each ,2
"""Might only play Kenny and Jason Aldean tonight djing to prepare for tomorrow. Ya I know I'm a loser for going tomorrow, I didn't buy them.."" ",0
Christmas with Nataniel. 26 - 28 NOV.R200 -  R150 @ #Computicket. MAIN THEATRE. ,1
"""Zayn may have left, but the boys do such an amazing job covering his parts.. #EMABiggestFans1D ",2
"""I am still struggling in third place in the 14th and Beyonce, Lady Gaga, Fifth Harmony ?! we had to have them, that now everyone loves them?"" ",0
"Conor McGregor was reportedly fight with a bad knee on Saturday night. Coach said ""He did not do any live wrestling in camp."" ",1
I dream of a world where not only is Hannibal in it 4th season but we're also looking forward to a Hannibal vs Dexter Halloween special lol ,2
@user re Levein discussion on Wed. Can\u2019t keep changing boss\u002c but he is far too negative. Brazil gone\u002c new boss cud experiment. ,0
@user No jack!! went on Rita last Sunday... And I swear I\u2019ve got bruises on my head from it\u002c it\u2019s TOO fast! My head took a bashing! ,1
#Brewers News Braun makes history with fourth 20/20 season - Ryan Braun became the 31st player in Major League his... ,2
@user What's with all the day matches tomorrow on Ashe?? No Murray or Halep? Can I change my tix? #usopen ,0
gonna watch Sharknado tonight just so I can talk about it with my kids tomorrow ,1
Welp glad i listened to my instincts and started Romo ...we'll see how he does tonight though ,2
Thursday just aren\u2019t as exciting now Waterloo Road has stopped ,0
"""Quiet Saturday afternoon drinking IPAs &amp; watching """"Sharknado"""" haven't seen it until today, whoever wrote it must have done some serious IPAs"" ",1
@user Okay then. That is where I would start. I have good experience with Book Depository so I may get your books soon. ,2
2nd time going to Dunkin today and there closed. Like no this is not ok ,0
Anyone wanna buy a Zac Brown Band ticket for the 3rd? ,1
Black History Fact: Marsalis is the 1st and only artist to win both classical and jazz Grammy Awards in one year\u002c and to repeat the next yr ,2
Sad I won\u2019t get to see @user on The Challenge: Battle of the Seasons tonight :( I guess I\u2019ll have to wait until next Wednesday.. ,0
HOT! Jim Ross and Alicia Fox will be playing in the Kendrick Perkins Celebrity Poker Tournament tomorrow afterno...  ,1
I might have a pair of Janet Jackson tickets to giveaway Friday morning on The River 100.5 FM. I'll update you... ,2
Many Websites Going Dark Today in Protest of SOPA and PIPA - You may have noticed that some of the websites... ,0
"@user if Jordan Spieth or Dustin Johnson can be the LeBron of golf, I may watch in a few years. I want to see dominance in golf."" ",1
Three times Grammy nominated\u002c Brit Award nominee and Ivor Novella winner Joan Armatrading takes to the stage on Sunday! ,2
@user @user might wanna check on me if we lose tomorrow... Might pull something similar to that Kony guy in the streets ,0
"""I remember standing on Suncorp 15 mins b4 1st Lions Test &amp; @user saying, """"this is rugby nirvana"""".Today match it mate? #MarlinsWallabies"" ",1
"@user Good morning, yuki~! Oh, i like your name too. Does It means snow? Riko isn't my real name, i've chose it because i like japan."" ",2
Imagine how deprived we'd be without the Sunday morning shows sharing with us the wisdom of Sarah Palin and Dick Cheney. #p2 #topprog ,0
Australia Test and ODI captain Michael Clarke at the launch of the international season in Sydney on Monday  ,1
Surprising my mom with AC/DC tickets for Wednesday. Just going to show up ,2
1st time i drove stick ever  i kinda lied to the salesman at AB Honda that i can drive standard and took the 5 speed manual for a #TestDrive ,0
Just watched The Lorax for the 20TH TIME!! #ihavenoregrets #OOC ,1
My boss asked me if I would work Christmas &amp; I'm just like.. heck yes! Id work a double Christmas day if I could. Just not black Friday. Lol ,2
"@user I despise Sarah Palin. You may want her support, but she'll end up sinking you like she did McCain. Proceed cautiously. ",0
Floyd Mayweather ranked his top five boxers.   Where he puts Muhammad Ali may shock you: ,1
Sending my sincere prayers &amp; condolences to the Gifford family on Frank Gifford's passing. May he rest in peace. ,2
Watching the #49ers game from Sunday night and I see why Cliff Avril was throwing fits. He was getting his butt kicked all night ,0
I found my old ipod classic from the 5th grade the songs on it oh my god ,1
"@user see you tomorrow at the Britannia! Been almost a year since we got to meet you in Milan, now to see you turn it up in Stoke!"" ",2
"@user just driving past Groves. Scoreboard says 22-15, Seaholm... May not be accurate-I'm not at the game."" ",0
Murray is 28 and at his peak. Not sure he can win another major. He may have to be content with his Wimbledon &amp; US Open wins. #murray ,1
"""Our Holiday Open House is in full swing!!! Please stop by if you can. Noon to 3 p.m. at 724 W. 2nd Avenue, Milan,... ",2
Ok Dongwoo\u2019s fansite is not accepting new members right now...need to register on the 11th ,0
Eastern Men's lax hosting the MAC Championship on Saturday be there!!! ,1
@user Thanks for taking the time to sign my hat on sunday. Wish you nothing but the best man! P.S. See you at Metlife this weekend! ,2
@user 1/2 white? does\u2019nt matter;Malcolm X may hv been as well.Still no specifics.U ppl don\u2019t hv ideas except make bombs killem all ,0
Just watched most of movie\u002cmissed the 1st 20 min.s\u002cbut...I thought Y2J was in it!Looked like him\u002csaid Chris Jericho in credits\u002cbut...nah! (; ,1
"Tomorrow, Apple Inc. will introduce the 6S, a new Apple TV and the iPad Pro. ",2
"""Dang, Forrest didn't get it done. :/ He was our last American hope tonight, oh well... Now for the main event Anderson Silva vs Yushin Okami"" ",0
@user I think I know why you think it's funny. It may have a lot to do with the fact that you don't remeber when Milan played in CL ,1
"In the 27th Williams vs. Williams match, Serena saved her best for last: ",2
I would be surprised if Tha Carter IV was anything greater than shit...hope I'm proved wrong but the 1st 3 singles are doo doo ,0
"""Fire it up. We will be posting free picks here for the next couple weeks. 5 NFL picks will be up Saturday, some CFB plays this wk as well"" ",1
Here's Shawn's 2nd pass of the day which put us in the 10th spot.  Still have 2 more Qualifying Passes today. ,2
This time tomorrow\u002c @user and I will be well on our way to Starkville for a sick weekend...the USM game is going to be atrocious. ,0
Love and Harden hitting the deck in pursuit of loose balls early 2nd Q. Proof this is NOT an NBA All-Star Game. ,1
"@user in the words of Dr. King\u002c \""""I may not get there with you\u002c but I want you to know we as a people will get there\"""""" ",2
got the 2nd season of Downton Abbey from the library...so ashamed about the girly side of me coming out\u002c had to schedule a new tattoo ,0
"""For the 1st time, Hindus declined to less than 80% population whereas Muslims increased by 0.8%. #Census2011 ",1
@user I've only got Niall now ... But if you want Harry I'll get more tomorrow!! ,2
"""Even if he wasn't a wrestler, I figure Dean Ambrose would still be drunkenly fighting someone every Monday night."" ",0
Rousey's need for speed: NASCAR drivers may know a little something about a need for speed. ESPN even ... #NASCAR ,1
"""Hey guys, Kris Bryant just hit his 20th homer of the season. He only needs to double that and add 10 to live up to the hype! #cubs"" ",2
"""The \""""Sneak peek\"""" of The Hunger Games last night on the VMA's was ridiculous! I am soo mad I watched E4w4FL"" ",0
@user the same way Joel Skinner held Kenny Lofton at 3rd in 07. #Destiny ,1
This literally may be one of the best week's in a long time on a Big Brother season. #BB17 ,2
@user can\u2019t open the link\u002c is it ferry Corsten in December? ,0
"""Paul McCartney will once again get """"Out There"""" this October with two more shows :: ",1
gonna go see Justin bieber with dylan in March on my birthday!!!! ,2
@user actually now they're all denying they ever believed the sun when it came to Zayn.....not even they can keep up with their BS ,0
Any one want two Jason Aldean tickets for September 11th? Text or DM me ,1
"Return of Sunday morning watching the lad play footy. All week I picture them playing like Barca, the reality is very different. #YouthFooty ",2
@user went to get vip for February 11th show and you're sold out my heart is broken I can't meet you with my big brother ,0
"""Fake punt on 4th and 11? Wow, James Franklin can make some odd decisions. #PennState #Michigan #PSUvsMICH"" ",1
Guess who's going to see Foo Fighters on Tuesday!!!!! (ME) ,2
The biggest victory for the IRA was Bloody Sunday. Membership surged. Bombing Syria will only do the same. Membership of ISIS will rocket. ,0
Haye: Vitali deal \u2019signed\u2019: David Haye still expects a fight with Vita... CLICK-1st-LINK! 2WIN ,1
Jurassic World is back in @user theaters for one week starting Friday! Who's going?! ,2
Thanks Sky for screwing up another home game by putting it on the Monday of Toy Fair for 2nd year running. Didn\u2019t want to see Everton anyway ,0
While everyone is out in the freezing cold Trick or Treating\u002c I sit here watching White Collar. Yes\u002c this is how I spend my October 31st. ,1
Friday - Yearbook ordering deadline! Your child is going to want one of these\u002c and they are so easy to order online: ,2
"""US State Department is the last to have Eid, were they locked in a basement and couldnt see the Moon? ",0
@user  I just read your Janet Jackson article No Sleeep hit #1 on the R&amp;B Billboard Charts and her Unbreakable CD release date is Oct 1 ,1
"Happiness is a Sunday with freshly squeezed oj, hot black coffee and Bob Marley on the stereo. Happy Sunday, fellow humans ",2
@user I can\u2019t even try now cuz it closed at 10pm.. Funny though Maria said u guys may go away that week? I had asked if she wanted to go ,0
@user @user @user both the Heavyweight and Intercontinental Titles at the sametime as well so Seth Rollins isn't the 1st.... ,1
"""Should Paul Dunne of IRL finish the Open in 8th alone or better, he'll move to #1 in the SPWAR.  Same for Niebrugge if 5th alone or better."" ",2
"""I am really missing Hockey on Sat Nights, really board with nothing on TV end this strike soon PLEASE NHL!!! #NHL"" ",0
You may want to plan on getting a cup of coffee at Winans this Saturday! ,1
Best movie of the year next to Jurassic World ,2
June 7-8 Red Sox at Giants. Who's down to go and boo from the 3rd baseline? ,0
"""Yanks crush Sox with 3 HRs, 8-run 2nd inning: Associated PressBoston Red Sox right fielder Jackie Bradley Jr. ... ",1
Fashion King seems nice after watching the 1st episode :) ,2
@user What makes me almost as angry as #legitimaterape is that I may vote for @user even though she supported PIPA. Lesser evil... ,0
Is Chris Evans turning into Alan Partridge? Brian May's introduction just needed an  A-Ha #BBCMusicAwards ,1
Relatives of the 200 Nigerian schoolgirls kidnapped by Boko Haram will hold a march &amp; candle-lit vigil to mark 500 days since the abductions ,2
@user @user an Erdogan hater wouldn't be an AKP voter in the 1st place. Especially when Erdogan is out of the party now. ,0
To JHB Bok fans go through to Orlando Stadium to watch the #Springboks train tomorrow from 3 - 4:30pm @user #BOKKE ,1
Awe @user is retiring. 1st pro tennis match I ever watched live was Andy vs Feliciano under the lights in Indian Wells! #goodtimes ,2
Sitting at home on a Saturday night doing absolutely nothing... Guess I\u2019ll just watch Greys Anatomy all night. #lonerproblems #greysanatomy ,0
"""Gothic rock... I wonder if New Model Army ever thought about covering U2's hit """"Sunday Bloody Sunday""""!"" ",1
I just realized that I'm seeing Ed Sheeran in concert on Thursday. Yeah still don't believe it's that close @user ,2
"""I'm pisseeedddd that I missed Kid Cudi's show in Dallas, it was trending worldwide that night, &all Im hearing is positive reviews of lolla"" ",0
I'm not sure what Rahul Gandhi is trying to accomplish with all of this ,1
Living for Magic Mike XXL with @user tomorrow. ,2
